commit,project,Multi-files?,patch,HM,Rationality (0-4),Comprehensiveness (0-4),Conciseness (0-4),Expressiveness (0-4),FIRA,Rationality (0-4).1,Comprehensiveness (0-4).1,Conciseness (0-4).1,Expressiveness (0-4).1,OMG,Rationality (0-4).2,Comprehensiveness (0-4).2,Conciseness (0-4).2,Expressiveness (0-4).2,MAD,AMG,AMG_OMG_BLEU,AMG_OMG_ROUGEL,AMG_OMG_METEOR,AMG_OMG_BLEURT,MAD_OMG_BLEU,MAD_OMG_ROUGEL,MAD_OMG_METEOR,MAD_OMG_BLEURT
0fc31ef9a44015c45a8d7d9374a583340a79ba8f,apache/maven,,"File: maven-core/src/main/java/org/apache/maven/project/inheritance/DefaultModelInheritanceAssembler.java
Status: modified
```diff
@@ -159,6 +159,12 @@ public void assembleModelInheritance( Model child, Model parent )
             }
         }
 
+        // ciManagement
+        if ( child.getCiManagement() == null )
+        {
+            child.setCiManagement( parent.getCiManagement() );
+        }
+
         // developers
         if ( child.getDevelopers().size() == 0 )
         {
```",o Adding ci management inhertiance.,0,3,4,4,fix a bug in assembleModelInheritance,0,1,4,4,"Feat: Inherit ciManagement from parent model In the `assembleModelInheritance` method of the `DefaultModelInheritanceAssembler.java` file, the code has been modified to inherit the `ciManagement` property from the parent model to the child model if it is not set in the child model. This is a new feature that enhances the inheritance functionality of the method.",4,4,4,4,"feat: Inherit ciManagement from parent
Added logic to DefaultModelInheritanceAssembler to inherit ciManagement from parent model to child model.","feat: Inherit ciManagement from parent model
This commit enhances the model inheritance assembly by also considering ciManagement. Now, if the child model does not have ciManagement set, it will be inherited from the parent model. This change ensures that ciManagement is properly propagated during model inheritance assembly.",17.99,33.66,30.36,0.0,5.08,38.89,23.26,0.0
657fde08f4a5d95dc99cc220716d54048716a89b,apache/maven,,"File: maven-mboot2/src/main/java/jar/JarMojo.java
Status: modified
```diff
@@ -26,7 +26,7 @@ public void execute( File basedir, String outputDirectory, String jarName )
 
         Map includes = new LinkedHashMap();
 
-        addDirectory( includes, ""**/**"", ""**/package.html"", """", basedir );
+        addDirectory( includes, ""**/**"", ""**/package.html,**/.svn/**"", """", basedir );
 
         createJar( jarFile, includes );
     }
```",exclude svn directories in mboot,0,4,4,4,fix directory includes,0,2,4,3,"Fix: Exclude certain files when creating jar in JarMojo.java In the execute method of the JarMojo.java file, an additional exclusion pattern ""**/.svn/**"" has been added to the addDirectory method call. This change ensures that certain files like package.html and .svn files are excluded when creating a jar file.",4,4,4,4,"fix: Exclude .svn directories from jar files
Fixed JarMojo to ignore .svn directories, in addition to package.html files, when creating jar files to prevent unnecessary inclusions.","refactor: Exclude .svn directories from jar creation
Modified the execute method in JarMojo to exclude .svn directories when creating a jar file. This change ensures that unnecessary files are not included in the jar file, making it more efficient.",21.04,33.71,45.5,0.0,8.22,31.17,21.26,0.0
40d47927dee5a419ad71add6a80789bfd07e52ee,apache/maven,,"File: maven-plugin-tools/maven-plugin-tools-api/src/main/java/org/apache/maven/tools/plugin/generator/PluginDescriptorGenerator.java
Status: modified
```diff
@@ -76,10 +76,13 @@ public void execute( File destinationDirectory, PluginDescriptor pluginDescripto
             
             w.startElement( ""mojos"" );
 
-            for ( Iterator it = pluginDescriptor.getMojos().iterator(); it.hasNext(); )
+            if ( pluginDescriptor.getMojos() != null )
             {
-                MojoDescriptor descriptor = (MojoDescriptor) it.next();
-                processMojoDescriptor( descriptor, w );
+                for ( Iterator it = pluginDescriptor.getMojos().iterator(); it.hasNext(); )
+                {
+                    MojoDescriptor descriptor = (MojoDescriptor) it.next();
+                    processMojoDescriptor( descriptor, w );
+                }
             }
 
             w.endElement();
@@ -362,4 +365,4 @@ public void element( XMLWriter w, String name, String value )
 
         w.endElement();
     }
-}
\ No newline at end of file
+}
```",o Fixing a small bug that would cause a NPE if a plugin doesn't contain any mojos.,4,4,4,4,do not merge fix npe,0,3,4,4,"Fix: Add null check before iterating over pluginDescriptor.getMojos() This commit adds a null check before iterating over the pluginDescriptor.getMojos() in the execute method of the PluginDescriptorGenerator.java file. This prevents a potential NullPointerException when the pluginDescriptor.getMojos() is null. The functionality of the method remains the same, but the implementation has been modified to handle this edge case.",4,4,4,4,"fix: Check for null mojo descriptors in PluginDescriptorGenerator
Prevent NullPointerException by iterating over pluginDescriptor.getMojos() only if it's not null.","refactor: Improve PluginDescriptorGenerator mojo handling
Refactor the execute method in PluginDescriptorGenerator to handle null mojo descriptors, ensuring a more robust plugin generation process. This change improves the internal structure of the code, making it easier to understand and maintain.",4.8,18.37,13.13,0.0,3.02,20.25,11.55,0.0
e53ecf1af2f069eb6e14827d9504468dd6c3eb12,apache/maven,,"File: maven-plugins/maven-compiler-plugin/src/main/java/org/apache/maven/plugin/CompilerMojo.java
Status: modified
```diff
@@ -23,8 +23,6 @@
  * @phase compile
  * @requiresDependencyResolution compile
  * @description Compiles application sources
- * @todo change debug parameter type to Boolean
- * @todo change staleMillis parameter type to Long
  */
 
 public class CompilerMojo
```",remove old comments,4,4,4,4,remove author tag,0,0,4,4,Refactor: Remove outdated comments in CompilerMojo.java The comments about changing the debug parameter type to Boolean and changing the staleMillis parameter type to Long were removed from the CompilerMojo.java file. These comments were outdated and no longer relevant to the current state of the code.,4,4,4,4,"style: Remove todo comments from CompilerMojo.java
Clean up unnecessary comments in CompilerMojo.java to improve code readability.","style: Remove todo comments from CompilerMojo.java
Removed two todo comments from the CompilerMojo.java file, which were related to changing parameter types. These comments were not relevant anymore and were removed to keep the code clean and up-to-date.",20.26,37.65,39.15,0.0,6.14,25.0,10.25,0.0
4c85dfc33154be5933b4ecb302e395ce72c226a0,apache/maven,,"File: maven-project/src/main/java/org/apache/maven/project/inheritance/DefaultModelInheritanceAssembler.java
Status: modified
```diff
@@ -482,6 +482,7 @@ private static DeploymentRepository copyDistributionRepository( DeploymentReposi
         return repository;
     }
 
+    // TODO: This should eventually be migrated to DefaultPathTranslator.
     protected String appendPath( String parentPath, String childPath, String pathAdjustment, boolean appendPaths )
     {
         List pathFragments = new ArrayList();
@@ -570,7 +571,12 @@ else if ( !""."".equals( currentToken ) )
         
         if ( appendPaths && lastPathPart != null && !lastPathPart.endsWith( ""/"" ) )
         {
-            cleanedPath.setLength( cleanedPath.length() - 1 );
+            int cleanedPathLen = cleanedPath.length();
+            
+            if ( cleanedPathLen > 0 )
+            {
+                cleanedPath.setLength( cleanedPathLen - 1 );
+            }            
         }
 
         return cleanedPath.toString();
```",Adding defensive code for one more place where cleanedPath length could cause a problem with string manipulation in appendPath(..).,4,4,4,4,add appendPath method to copyDistributionRepository,0,1,4,4,"Fix: Improve path adjustment handling in appendPath method In the `appendPath` method of the `DefaultModelInheritanceAssembler.java` file, the handling of the path adjustment has been improved. A check has been added to ensure that the `cleanedPath` length is greater than 0 before reducing its length by 1. This prevents potential errors when the `cleanedPath` length is 0. A comment has also been added indicating that this method should eventually be migrated to `DefaultPathTranslator`.",4,4,4,4,"fix: Prevent StringIndexOutOfBoundsException in appendPath method
Check cleanedPath length before modifying it to avoid exceptions.","refactor: Improve appendPath method implementation
Refactor the appendPath method to handle path adjustments and relative path references more robustly. The changes ensure that the resulting path is valid and canonical. Additionally, a TODO comment is added to eventually migrate this functionality to DefaultPathTranslator.",5.97,29.57,22.9,0.0,0.24,16.09,9.33,0.0
40aacad4f0d2b0b33f3a70b971030c5d42afa167,apache/maven,,"File: maven-cli/src/main/java/org/apache/maven/cli/MavenCli.java
Status: modified
```diff
@@ -43,6 +43,13 @@
  */
 public class MavenCli
 {
+    public static int main( String[] args )
+    {
+        ClassWorld classWorld = new ClassWorld( ""plexus.core"", Thread.currentThread().getContextClassLoader() );
+        
+        return main( args, classWorld );
+    }
+
     /**
      * @noinspection ConfusingMainMethod
      */
```","o Add a method that can be used with booting with a ClassWorld, we will just create one when the standard main method is invoked. Work required for Dan's new rework of the bootstrap to make it dead simple to understand.",3,4,4,4,add main to MavenCli,0,1,4,4,Feat: Add main entry point for application A new `main` method has been added to the `MavenCli` class. This method serves as the main entry point for the application when run from the command-line. It is designed to provide a main entry point for the application when the classworld has not been set up.,4,4,4,4,"feat: Add main entry point for Plexus application
Introduce a new main method that initializes ClassWorld and delegates to the main method with ClassWorld parameter, serving as the entry point for the Plexus application.","feat: Add main entry point for Plexus application
This commit introduces a new main entry point for the Plexus application, which sets up the ClassWorld and delegates to the main method that takes a ClassWorld parameter. This change enables the execution of the program with the correct setup.",22.38,37.62,40.34,0.0,17.93,45.98,34.62,0.0
d5f5abeb5749318085df7dd07ecadcdb49567b8b,apache/maven,,"File: maven-project/src/main/java/org/apache/maven/profiles/manager/DefaultProfileManager.java
Status: modified
```diff
@@ -33,7 +33,6 @@
 import java.util.List;
 import java.util.Map;
 import java.util.Map.Entry;
-import java.util.Properties;
 
 public class DefaultProfileManager
     implements ProfileManager
```",o dead import,3,3,4,2,remove unused import,4,4,4,4,Style: Remove unused import in DefaultProfileManager.java The import statement for java.util.Properties was removed from DefaultProfileManager.java as it was unused. This change is part of code style maintenance.,4,4,4,4,"style: Remove unused java.util.Properties import
DefaultProfileManager.java no longer imports unnecessary java.util.Properties","style: Remove unused import statement
Removed the unused import statement for java.util.Properties in DefaultProfileManager.java, cleaning up the code and reducing unnecessary dependencies.",33.47,50.91,42.9,0.0,14.06,30.43,9.23,0.0
3571f9e2ac2552c6279cebd7c675254b9a785a62,apache/maven,,"File: maven-core/src/main/java/org/apache/maven/execution/DefaultMavenExecutionResult.java
Status: modified
```diff
@@ -29,6 +29,7 @@
 import org.apache.maven.reactor.MavenExecutionException;
 
 import java.util.ArrayList;
+import java.util.Collections;
 import java.util.List;
 
 /** @author Jason van Zyl */
@@ -83,7 +84,7 @@ public MavenExecutionResult setArtifactResolutionResult( ArtifactResolutionResul
 
     public List getExceptions()
     {
-        return exceptions;
+        return exceptions == null ? Collections.EMPTY_LIST : exceptions;
     }
 
     public MavenExecutionResult addExtensionScanningException( ExtensionScanningException e )
@@ -147,7 +148,7 @@ private void addException( Throwable t )
 
     public boolean hasExceptions()
     {
-        return (( exceptions != null ) && ( exceptions.size() > 0 ) );
+        return !getExceptions().isEmpty();
     }
 
     public ReactorManager getReactorManager()
```","Do not return null collections, makes life easier for clients",4,4,4,4,fix npe in setArtifactResolutionResult,0,0,4,4,"Fix: Update exception handling in DefaultMavenExecutionResult This commit updates the getExceptions() and hasExceptions() methods in the DefaultMavenExecutionResult.java file. The getExceptions() method now returns an empty list if the exceptions list is null, and the hasExceptions() method now checks if the exceptions list is empty. This change ensures that the methods behave correctly when the exceptions list is null.",1,4,4,4,"fix: Return empty list from getExceptions when no exceptions are present
Previously, getExceptions would return null when no exceptions were present, leading to potential NullPointerExceptions. This change ensures that an empty list is returned instead, making the code more robust.","refactor: Improve exception handling in DefaultMavenExecutionResult
This commit refactors the getExceptions and hasExceptions methods in DefaultMavenExecutionResult to handle empty exception lists more elegantly. It returns an empty list instead of null when no exceptions are present, making the code more robust and easier to use.",15.74,34.95,26.51,0.0,10.23,24.49,27.72,0.0
3051c4974b0f7780528114c49492d8930b2fbd6d,apache/maven,Y,"File: maven-repository/src/main/java/org/apache/maven/repository/LegacyMavenRepositorySystem.java
Status: modified
```diff
@@ -90,6 +90,9 @@ public class LegacyMavenRepositorySystem
     @Requirement
     private ArtifactMetadataSource artifactMetadataSource;
 
+    @Requirement
+    private MirrorBuilder mirrorBuilder;
+    
     @Requirement
     private Logger logger;
 
@@ -626,4 +629,11 @@ public Artifact retrieveRelocatedArtifact( Artifact artifact, ArtifactRepository
     {
         return artifactMetadataSource.retrieveRelocatedArtifact( artifact, localRepository, remoteRepositories );
     }
+    
+    // Mirror 
+    
+    public void addMirror( String id, String mirrorOf, String url )
+    {
+        mirrorBuilder.addMirror( id, mirrorOf, url );
+    }
 }
```


File: maven-repository/src/main/java/org/apache/maven/repository/MavenRepositorySystem.java
Status: modified
```diff
@@ -127,4 +127,8 @@ public Artifact retrieveRelocatedArtifact( Artifact artifact, ArtifactRepository
     void addAuthenticationInfo( String repositoryId, String username, String password, String privateKey, String passphrase );
 
     void addPermissionInfo( String repositoryId, String filePermissions, String directoryPermissions );
+    
+    // Mirrors
+    
+    void addMirror( String id, String mirrorOf, String url );
 }
```",o Fix compilation error with mirrors,4,4,4,4,add support for add mirrorBuilder mirror mirror in the list,2,2,4,2,"feat: Add mirror to Maven Repository System This commit introduces a new feature to the Maven Repository System. Two new methods have been added to the classes ""LegacyMavenRepositorySystem"" and ""MavenRepositorySystem"". These methods allow adding a mirror to the mirror builder with the given id, mirrorOf, and url. This feature enhances the flexibility and configurability of the Maven Repository System.",4,4,4,4,"feat: Introduce mirror management to MavenRepositorySystem
Adds addMirror method to MavenRepositorySystem and LegacyMavenRepositorySystem, enabling the registration of new mirrors with a given id, mirroring a specified resource, and located at a provided url.","feat: Add mirror functionality to MavenRepositorySystem
This commit introduces a new feature to add mirrors to the MavenRepositorySystem. A new method, addMirror, is added to both LegacyMavenRepositorySystem and MavenRepositorySystem, allowing users to register new mirror sites for repositories. This feature enhances the system's ability to manage and resolve artifacts.",20.53,44.86,40.34,0.0,3.41,24.18,20.72,0.0
eb43b9be114e9fc2ccaa21d25fac8110fdf75331,apache/maven,,"File: maven-artifact/src/main/java/org/apache/maven/artifact/versioning/ComparableVersion.java
Status: modified
```diff
@@ -822,7 +822,8 @@ public static void main( String... args )
                     + ( ( compare == 0 ) ? ""=="" : ( ( compare < 0 ) ? ""<"" : "">"" ) ) + ' ' + version );
             }
 
-            System.out.println( ( i++ ) + "". "" + version + "" -> "" + c.getCanonical() + ""; tokens: "" + c.items.toListString() );
+            System.out.println( ( i++ ) + "". "" + version + "" -> "" + c.getCanonical()
+                                    + ""; tokens: "" + c.items.toListString() );
 
             prev = c;
         }
```",Fix Checkstyle violation.,4,4,4,4,remove debug output,0,0,4,4,Style: Improve readability in ComparableVersion.java Split a line of code in the `main` method into two for better readability. The functionality of the method remains the same.,4,4,4,4,"style: Split long System.out.println statement in ComparableVersion
Improve code readability by formatting the System.out.println statement in the main method of ComparableVersion.","style: Improve formatting in ComparableVersion main method
This commit reformats the System.out.println statement in the main method of ComparableVersion to improve code readability. The functionality of the method remains unchanged.",33.6,50.85,49.06,0.0,15.34,30.77,21.28,0.0
7e631d612896cd1b8d4de46ff500677de9c63900,apache/mesos,,"File: src/examples/java/TestFramework.java
Status: modified
```diff
@@ -268,6 +268,16 @@ public static void main(String[] args) throws Exception {
     // Ensure that the driver process terminates.
     driver.stop();
 
+    // For this test to pass reliably on some platforms, this sleep is
+    // required to ensure that the SchedulerDriver teardown is complete
+    // before the JVM starts running native object destructors after
+    // System.exit() is called. 500ms proved successful in test runs,
+    // but on a heavily-loaded machine it might not.
+    // TODO(greg): Ideally, we would inspect the status of the driver
+    // and its associated tasks via the Java API and wait until their
+    // teardown is complete to exit.
+    Thread.sleep(500);
+
     System.exit(status);
   }
 }
```",Fixed flaky ExamplesTest.JavaFramework.,4,4,4,4,add System exit to TestFramework,0,1,4,4,Fix: Added sleep function to ensure SchedulerDriver teardown This commit adds a sleep function to the main method in the TestFramework.java file. The sleep function is added to ensure that the SchedulerDriver teardown is complete before the JVM starts running native object destructors after System.exit() is called. This change is a corrective action to handle a potential issue where the JVM might start running native object destructors before the SchedulerDriver teardown is complete.,4,4,3,4,"fix: Wait for SchedulerDriver teardown before System.exit
Added a 500ms sleep to ensure reliable teardown. Ideally, we should inspect the driver's status via the Java API and wait until its teardown is complete before exiting.","fix: Ensure reliable teardown of SchedulerDriver
Added a 500ms sleep before System.exit() to ensure that the SchedulerDriver teardown is complete before the JVM starts running native object destructors. This change is necessary to make the test pass reliably on some platforms. Ideally, we would inspect the status of the driver and its associated tasks via the Java API and wait until their teardown is complete to exit.",28.63,42.25,38.79,0.0,4.81,23.64,15.5,0.0
483eb1aa075f0c56fab07e5d04a0cc565c64909a,helterskelterr/ofbizApp,,"File: framework/widget/src/org/ofbiz/widget/screen/ScreenWidgetViewHandler.java
Status: modified
```diff
@@ -30,6 +30,7 @@
 
 import org.ofbiz.base.util.GeneralException;
 import org.ofbiz.base.util.UtilJ2eeCompat;
+import org.ofbiz.base.util.template.FreeMarkerWorker;
 import org.ofbiz.webapp.view.ViewHandler;
 import org.ofbiz.webapp.view.ViewHandlerException;
 import org.ofbiz.widget.html.HtmlScreenRenderer;
@@ -88,6 +89,7 @@ public void render(String name, String page, String info, String contentType, St
             ScreenRenderer screens = new ScreenRenderer(writer, null, htmlScreenRenderer);
             screens.populateContextForRequest(request, response, servletContext);
             // this is the object used to render forms from their definitions
+            FreeMarkerWorker.getSiteParameters(request, screens.getContext());
             screens.getContext().put(""formStringRenderer"", new HtmlFormRenderer(request, response));
             screens.render(page);
         } catch (IOException e) {
```","Added FreeMarkerWorker.getSiteParameters to render method. This data, particularly ""rootDir"", is used loading FTL content templates. I figured it could not hurt normal screen rendering.",4,4,4,4,add HtmlFormRenderer for screen widget,0,0,4,4,Feat: Enhance render method in ScreenWidgetViewHandler class This commit enhances the render method in the ScreenWidgetViewHandler class. The method is now set up to decide whether to use an OutputStream or a Writer based on the servlet context. This change improves the flexibility of the method in rendering a page.,4,4,4,4,"feat: Add FreeMarker template engine support
Introduce FreeMarkerWorker to ScreenWidgetViewHandler, enabling HTML screen rendering with FreeMarker templates and improved exception handling.","feat: Add FreeMarker template engine support to ScreenWidgetViewHandler
This commit enhances the ScreenWidgetViewHandler to render HTML screens using a FreeMarker template engine, allowing for more flexible and dynamic screen rendering. The FreeMarkerWorker is now used to get site parameters and render forms from their definitions.",7.14,19.15,23.32,0.0,1.67,8.57,6.02,0.0
aa92b107eca7e828d7e47dc9b7a37a5b888f39c4,helterskelterr/ofbizApp,,"File: framework/base/src/base/org/ofbiz/base/component/ComponentConfig.java
Status: modified
```diff
@@ -33,6 +33,8 @@
 
 import javolution.util.FastList;
 import javolution.util.FastMap;
+
+import org.ofbiz.base.location.FlexibleLocation;
 import org.ofbiz.base.util.*;
 import org.w3c.dom.Document;
 import org.w3c.dom.Element;
@@ -488,7 +490,7 @@ public URL getURL(String resourceLoaderName, String location) throws ComponentEx
             String fullLocation = getFullLocation(resourceLoaderName, location);
             URL url = null;
             try {
-                url = new URL(fullLocation);
+                url = FlexibleLocation.resolveLocation(location);
             } catch (java.net.MalformedURLException e) {
                 throw new ComponentException(""Error with malformed URL while trying to load URL resource at location ["" + fullLocation + ""]"", e);
             }
```",Changed to use FlexibleLocation so that for url resource loaders in component config files you can use the component:// style url for resources in components,4,4,4,4,fix ComponentConfig to use FlexibleLocation instead of URL,1,4,4,4,"Refactor: Improve URL resolution in ComponentConfig This commit refactors the `getURL(String resourceLoaderName, String location)` method in the `ComponentConfig.java` file. The method now resolves the location in the context of the component, which improves the internal structure of the code without altering its external behavior.",3,3,4,4,"refactor: Resolve URL in ComponentConfig using FlexibleLocation
Changed the implementation of getURL method to use FlexibleLocation.resolveLocation instead of creating a URL object directly, improving resource location resolution to URLs.","refactor: Improve URL resolution in ComponentConfig
Refactored the getURL method to use FlexibleLocation.resolveLocation for resolving resource locations to URLs. This change improves the internal structure of the ComponentConfig class, making it more efficient and easier to maintain.",20.75,31.71,39.47,0.0,4.28,18.92,14.67,0.0
c5c2b2c9b3f2e5b8cb6e2960b2a6daf9eb9a335c,helterskelterr/ofbizApp,,"File: framework/base/src/base/org/ofbiz/base/util/AliasKeyManager.java
Status: modified
```diff
@@ -48,7 +48,7 @@ public String chooseClientAlias(String[] keyType, Principal[] issuers, Socket so
             String[] aliases = keyManager.getClientAliases(keyType[i], null); // ignoring the issuers 
             if (aliases != null && aliases.length > 0) {
                 for (int x = 0; x < aliases.length; x++) {
-                    if (this.alias.equals(aliases[i])) {
+                    if (this.alias.equals(aliases[x])) {
                         if (Debug.verboseOn()) Debug.logVerbose(""chooseClientAlias for keyType ["" + keyType[i] + ""] got alias "" + this.alias, module);
                         //Debug.logInfo(new Exception(), ""Location where chooseClientAlias is called"", module);
                         return this.alias;
```",Just implementing Adam's request.,0,0,4,3,add logVerbose logging to AliasKeyManager,0,0,4,4,"Fix: Correct index used in 'chooseClientAlias' method In the 'chooseClientAlias' method of the 'AliasKeyManager.java' file, the wrong index was being used in the if condition inside a for loop. This commit fixes this bug by replacing 'aliases[i]' with 'aliases[x]'.",4,4,4,4,"fix: Fix alias comparison in chooseClientAlias
The method was incorrectly comparing the alias with aliases[i] instead of aliases[x]. This fix ensures the correct index is used.","fix: Fix alias matching in chooseClientAlias method
The method chooseClientAlias was incorrectly using the index 'i' instead of 'x' when comparing aliases, leading to incorrect alias matching. This commit fixes the issue by using the correct index 'x' in the comparison.",12.98,27.5,35.9,0.0,6.0,24.62,26.31,0.0
c882ee248d8dc0d770079f2ece6db68b8cab0a49,helterskelterr/ofbizApp,,"File: framework/base/src/base/org/ofbiz/base/util/cache/CacheLineTable.java
Status: modified
```diff
@@ -88,16 +88,17 @@ public synchronized Object put(Object key, Object value) {
             if (Debug.verboseOn()) Debug.logVerbose(""In CacheLineTable tried to put with null key, using NullObject"" + this.cacheName, module);
             key = ObjectType.NULL;
         }
-        memoryTable.put(key, value);
+        Object oldValue = memoryTable.put(key, value);
         if (fileTable != null) {
             try {
+                if (oldValue == null) oldValue = fileTable.get(key);
                 fileTable.put(key, value);                
                 CacheLineTable.jdbmMgr.commit();
             } catch (IOException e) {
                 Debug.logError(e, module);
             }
         }
-        return value;
+        return oldValue;
     }
 
     public Object get(Object key) {
```","Remove was returning the *new* object, instead of the *old*. Closes https://issues.apache.org/jira/browse/OFBIZ-1322.",2,0,4,0,fix npe in CacheLineTable,0,2,4,4,Refactor: Improve design of put method in CacheLineTable.java The put method in the CacheLineTable.java file has been refactored to return the previous value associated with the key instead of the new value. This change improves the design of the method without altering its functionality. The associated issue report [OFBIZ-1322] indicates that there may have been a similar issue with the remove method in the same class.,0,1,3,4,"refactor: Return previous value from put method in CacheLineTable
Updated the put method to handle null keys, synchronize access, and persist changes to disk if a file table is present.","refactor: Improve put method in CacheLineTable
This commit refactors the put method in CacheLineTable to return the previous value associated with the key, if any, and ensures thread safety. It also updates the file-based table if it exists. This change improves the cache management functionality.",22.03,44.64,31.11,0.0,3.28,18.56,12.29,0.0
cd5870de6af529b968547a6130aaafa33d0f4ffc,helterskelterr/ofbizApp,,"File: framework/entity/src/org/ofbiz/entity/model/ModelGroupReader.java
Status: modified
```diff
@@ -197,7 +197,7 @@ public Collection<String> getEntityNamesByGroup(String groupName) {
         Collection<String> enames = new LinkedList<String>();
 
         if (groupName == null || groupName.length() <= 0) return enames;
-        if (gc == null || gc.size() < 0) return enames;
+        if (gc == null || gc.size() == 0) return enames;
         for (Map.Entry<String, String> entry: gc.entrySet()) {
             if (groupName.equals(entry.getValue())) enames.add(entry.getKey());
         }
```",Collection size can not be negative.,4,4,4,4,fix npe in ModelGroupReader,0,1,4,4,"Fix: Ensure getEntityNamesByGroup returns empty collection for null or empty group cache In the method getEntityNamesByGroup in the ModelGroupReader.java file, the condition checking the size of the group cache has been modified. Previously, the method would return an empty collection if the group cache was null or if its size was less than 0. This has been corrected to return an empty collection if the group cache is null or if its size is 0. This ensures that the method correctly returns an empty collection when the group cache is null or empty.",4,4,4,4,"fix: Handle empty gc correctly in getEntityNamesByGroup
Previously, the method would return incorrectly when gc was empty.","fix: Correct null check in ModelGroupReader
Fixed a bug in the getEntityNamesByGroup method where it would return an empty collection if the group collection size was less than 0. Now, it correctly returns an empty collection if the group collection size is 0.",14.68,41.18,30.22,0.0,0.22,16.36,8.46,0.0
5fd95a9590a6fa7dc530bd85c37aa0bbed1f76db,helterskelterr/ofbizApp,,"File: framework/webapp/src/org/ofbiz/webapp/control/RequestHandler.java
Status: modified
```diff
@@ -485,8 +485,12 @@ public void doRequest(HttpServletRequest request, HttpServletResponse response,
         // if the request has the save-last-view attribute set, save it now before the view can be rendered or other chain done so that the _LAST* session attributes will represent the previous request
         if (nextRequestResponse.saveLastView) {
         	// Debug.log(""======save last view: "" + session.getAttribute(""_LAST_VIEW_NAME_""));
-            session.setAttribute(""_SAVED_VIEW_NAME_"", session.getAttribute(""_LAST_VIEW_NAME_""));
-            session.setAttribute(""_SAVED_VIEW_PARAMS_"", session.getAttribute(""_LAST_VIEW_PARAMS_""));
+            String lastViewName = (String) session.getAttribute(""_LAST_VIEW_NAME_"");
+            // Do not save the view if the last view is the same as the current view and saveCurrentView is false
+            if (!(!nextRequestResponse.saveCurrentView && ""view"".equals(nextRequestResponse.type) && nextRequestResponse.value.equals(lastViewName))) {
+                session.setAttribute(""_SAVED_VIEW_NAME_"", session.getAttribute(""_LAST_VIEW_NAME_""));
+                session.setAttribute(""_SAVED_VIEW_PARAMS_"", session.getAttribute(""_LAST_VIEW_PARAMS_""));
+            }
         }
         String saveName = null;
         if (nextRequestResponse.saveCurrentView) { saveName = ""SAVED""; }
```",Do not save the view if the last view is the same as the current view and saveCurrentView is false,1,4,4,4,add support for 😅,0,0,4,0,"Style: Remove commented out print statements in CategoryContentWrapper This commit removes some commented out print statements in the CategoryContentWrapper class. These comments were not contributing to the functionality of the code and were removed to improve the readability of the code. The functionality of the CategoryContentWrapper class, which retrieves and displays content for a specific product category, remains unchanged.",4,4,3,4,"fix: Avoid overwriting saved view with current view
Added a check to prevent saving the view when the last view is the same as the current view and saveCurrentView is false.","refactor: Improve request handling logic
Refactor the request handling logic in RequestHandler to avoid saving the view if the last view is the same as the current view and saveCurrentView is false. This change improves the efficiency and accuracy of the request handling process.",3.72,17.65,16.44,0.0,2.09,13.48,6.79,0.0
86b15e131cc28624d258b1415652c8b088e22d85,helterskelterr/ofbizApp,,"File: applications/product/src/org/ofbiz/product/product/ProductSearch.java
Status: modified
```diff
@@ -717,7 +717,7 @@ public ArrayList<String> makeProductIdList(EntityListIterator eli) {
                 productIds.add(searchResult.getString(""mainProductId""));
                 productIdSet.add(searchResult.getString(""mainProductId""));
 
-                while (((searchResult = (GenericValue) eli.next()) != null) && (maxResults == null || numRetreived < maxResults.intValue())) {
+                while ((maxResults == null || numRetreived < maxResults.intValue()) && ((searchResult = (GenericValue) eli.next()) != null)) {
                     String productId = searchResult.getString(""mainProductId"");
                     if (!productIdSet.contains(productId)) {
                         productIds.add(productId);
```",Fixed problem preventing the correct number of records being determined when setting maxRows for the product search query,4,4,4,4,fix ProductSearch 😅,0,1,4,0,"Refactor: Change condition order in while loop of makeProductIdList method The condition order in the while loop of the makeProductIdList method in the ProductSearch class has been changed. This is a refactor and does not affect the overall functionality of the method or the class. The method is used to create a list of unique product IDs from the given EntityListIterator, handling pagination and avoiding duplicates. The class provides utilities for product search based on various constraints like categories, features, and keywords.",4,4,2,4,"fix: Fix null pointer exception in ProductSearch.makeProductIdList
Swap the order of conditions in the while loop to prevent null pointer exceptions.","refactor: Improve logic in ProductSearch.makeProductIdList
Rearrange conditional statements in makeProductIdList method to improve code readability and maintainability. This change does not affect the method's functionality or behavior.",2.72,22.02,15.21,0.0,1.21,15.53,8.64,0.0
